Sound,Probability,Time,Date,Distance
human,100.0,09:57:56 : AM,2019-02-21,null
human,100.0,09:58:18 : AM,2019-02-21,null
human,100.0,09:58:27 : AM,2019-02-21,null
human,100.0,09:58:42 : AM,2019-02-21,null
human,100.0,09:59:44 : AM,2019-02-21,null
human,100.0,09:59:50 : AM,2019-02-21,null
human,100.0,10:00:00 : AM,2019-02-21,null
human,100.0,10:00:35 : AM,2019-02-21,null
human,100.0,10:00:44 : AM,2019-02-21,null
human,100.0,10:01:33 : AM,2019-02-21,null
human,100.0,10:01:48 : AM,2019-02-21,null
human,100.0,10:02:17 : AM,2019-02-21,null
human,100.0,10:02:32 : AM,2019-02-21,null
human,100.0,10:02:41 : AM,2019-02-21,null
human,100.0,10:04:00 : AM,2019-02-21,null
human,100.0,10:04:15 : AM,2019-02-21,null
human,97.61,10:04:21 : AM,2019-02-21,null
human,100.0,10:04:26 : AM,2019-02-21,null
human,100.0,10:04:35 : AM,2019-02-21,null
human,100.0,10:04:41 : AM,2019-02-21,null
human,100.0,10:04:53 : AM,2019-02-21,null
human,100.0,10:04:59 : AM,2019-02-21,null
human,100.0,10:05:04 : AM,2019-02-21,null
human,100.0,10:05:10 : AM,2019-02-21,null
human,100.0,10:06:48 : AM,2019-02-21,null
human,100.0,10:07:33 : AM,2019-02-21,null
human,100.0,10:08:34 : AM,2019-02-21,null
human,100.0,10:08:40 : AM,2019-02-21,null
human,100.0,10:08:49 : AM,2019-02-21,null
human,99.92,10:08:54 : AM,2019-02-21,null
human,99.99,10:09:12 : AM,2019-02-21,null
human,100.0,10:09:37 : AM,2019-02-21,null
human,100.0,10:10:06 : AM,2019-02-21,null
human,100.0,10:10:31 : AM,2019-02-21,null
human,100.0,10:10:44 : AM,2019-02-21,null
human,98.15,10:10:54 : AM,2019-02-21,null
human,100.0,10:10:59 : AM,2019-02-21,null
human,100.0,10:11:38 : AM,2019-02-21,null
human,100.0,10:12:03 : AM,2019-02-21,null
human,100.0,10:13:31 : AM,2019-02-21,null
human,100.0,10:13:40 : AM,2019-02-21,null
human,100.0,10:14:02 : AM,2019-02-21,null
human,100.0,10:14:14 : AM,2019-02-21,null
human,100.0,10:14:49 : AM,2019-02-21,null
human,100.0,10:14:55 : AM,2019-02-21,null
human,100.0,10:15:00 : AM,2019-02-21,null
human,100.0,10:15:06 : AM,2019-02-21,null
human,100.0,10:15:12 : AM,2019-02-21,null
human,100.0,10:15:25 : AM,2019-02-21,null
human,100.0,10:15:30 : AM,2019-02-21,null
human,100.0,10:15:36 : AM,2019-02-21,null
human,99.97,10:15:45 : AM,2019-02-21,null
human,100.0,10:16:07 : AM,2019-02-21,null
human,100.0,10:16:16 : AM,2019-02-21,null
human,99.91,10:16:28 : AM,2019-02-21,null
human,100.0,10:16:33 : AM,2019-02-21,null
human,95.4,10:16:39 : AM,2019-02-21,null
human,99.99,10:16:49 : AM,2019-02-21,null
human,100.0,10:16:54 : AM,2019-02-21,null
human,100.0,10:17:00 : AM,2019-02-21,null
human,100.0,10:17:06 : AM,2019-02-21,null
human,99.81,10:17:11 : AM,2019-02-21,null
human,100.0,10:17:20 : AM,2019-02-21,null
human,100.0,10:17:26 : AM,2019-02-21,null
human,100.0,10:17:31 : AM,2019-02-21,null
human,99.99,10:17:40 : AM,2019-02-21,null
human,100.0,10:17:46 : AM,2019-02-21,null
human,99.99,10:17:51 : AM,2019-02-21,null
human,100.0,10:17:57 : AM,2019-02-21,null
human,99.99,10:18:03 : AM,2019-02-21,null
human,99.99,10:18:08 : AM,2019-02-21,null
human,100.0,10:18:14 : AM,2019-02-21,null
human,100.0,10:18:36 : AM,2019-02-21,null
human,100.0,10:18:51 : AM,2019-02-21,null
human,98.6,10:18:57 : AM,2019-02-21,null
human,99.54,10:19:10 : AM,2019-02-21,null
human,100.0,10:19:16 : AM,2019-02-21,null
human,100.0,10:19:21 : AM,2019-02-21,null
human,100.0,10:19:30 : AM,2019-02-21,null
human,100.0,10:19:39 : AM,2019-02-21,null
human,100.0,10:19:45 : AM,2019-02-21,null
human,100.0,10:20:07 : AM,2019-02-21,null
human,99.91,10:20:45 : AM,2019-02-21,null
human,100.0,10:20:51 : AM,2019-02-21,null
human,100.0,10:21:30 : AM,2019-02-21,null
human,100.0,10:21:39 : AM,2019-02-21,null
human,100.0,10:22:04 : AM,2019-02-21,null
human,100.0,10:22:09 : AM,2019-02-21,null
human,100.0,10:22:28 : AM,2019-02-21,null
human,100.0,10:22:57 : AM,2019-02-21,null
human,100.0,10:23:22 : AM,2019-02-21,null
human,100.0,10:23:31 : AM,2019-02-21,null
human,100.0,10:23:43 : AM,2019-02-21,null
human,100.0,10:24:06 : AM,2019-02-21,null
human,100.0,10:24:34 : AM,2019-02-21,null
human,100.0,10:24:50 : AM,2019-02-21,null
human,100.0,10:25:02 : AM,2019-02-21,null
human,100.0,10:25:41 : AM,2019-02-21,null
human,100.0,10:26:10 : AM,2019-02-21,null
human,100.0,10:26:55 : AM,2019-02-21,null
human,99.67,10:28:39 : AM,2019-02-21,null
human,100.0,10:28:45 : AM,2019-02-21,null
human,100.0,10:28:55 : AM,2019-02-21,null
human,100.0,10:29:27 : AM,2019-02-21,null
human,100.0,10:30:05 : AM,2019-02-21,null
human,100.0,10:30:11 : AM,2019-02-21,null
human,100.0,10:30:20 : AM,2019-02-21,null
human,100.0,10:30:46 : AM,2019-02-21,null
human,100.0,10:30:51 : AM,2019-02-21,null
human,100.0,10:31:05 : AM,2019-02-21,null
human,99.94,10:31:11 : AM,2019-02-21,null
human,99.78,10:31:16 : AM,2019-02-21,null
human,98.27,10:31:26 : AM,2019-02-21,null
human,100.0,10:31:32 : AM,2019-02-21,null
human,100.0,10:31:41 : AM,2019-02-21,null
human,100.0,10:31:47 : AM,2019-02-21,null
human,100.0,10:31:52 : AM,2019-02-21,null
human,100.0,10:32:25 : AM,2019-02-21,null
human,100.0,10:32:31 : AM,2019-02-21,null
human,100.0,10:32:36 : AM,2019-02-21,null
human,100.0,10:32:59 : AM,2019-02-21,null
human,99.69,10:33:05 : AM,2019-02-21,null
human,98.79,10:33:11 : AM,2019-02-21,null
human,98.7,10:33:24 : AM,2019-02-21,null
human,100.0,10:33:30 : AM,2019-02-21,null
human,100.0,10:33:39 : AM,2019-02-21,null
human,99.64,10:33:49 : AM,2019-02-21,null
human,96.47,10:33:55 : AM,2019-02-21,null
human,99.98,10:34:08 : AM,2019-02-21,null
human,100.0,10:34:35 : AM,2019-02-21,null
human,100.0,10:34:54 : AM,2019-02-21,null
human,100.0,10:35:16 : AM,2019-02-21,null
human,99.98,10:35:22 : AM,2019-02-21,null
human,99.92,10:35:28 : AM,2019-02-21,null
human,100.0,10:35:36 : AM,2019-02-21,null
human,100.0,10:35:42 : AM,2019-02-21,null
human,96.09,10:35:52 : AM,2019-02-21,null
human,100.0,10:35:57 : AM,2019-02-21,null
human,100.0,10:36:03 : AM,2019-02-21,null
human,100.0,10:36:12 : AM,2019-02-21,null
human,100.0,10:36:17 : AM,2019-02-21,null
human,100.0,10:36:23 : AM,2019-02-21,null
human,100.0,10:36:29 : AM,2019-02-21,null
human,99.99,10:36:46 : AM,2019-02-21,null
human,99.81,10:36:52 : AM,2019-02-21,null
human,100.0,10:37:02 : AM,2019-02-21,null
human,100.0,10:37:08 : AM,2019-02-21,null
human,99.83,10:37:13 : AM,2019-02-21,null
human,100.0,10:37:19 : AM,2019-02-21,null
human,100.0,10:37:29 : AM,2019-02-21,null
human,99.94,10:37:35 : AM,2019-02-21,null
human,100.0,10:37:41 : AM,2019-02-21,null
human,100.0,10:37:55 : AM,2019-02-21,null
human,100.0,10:38:06 : AM,2019-02-21,null
human,100.0,10:38:16 : AM,2019-02-21,null
human,100.0,10:38:22 : AM,2019-02-21,null
human,100.0,10:38:28 : AM,2019-02-21,null
human,100.0,10:38:37 : AM,2019-02-21,null
human,100.0,10:38:43 : AM,2019-02-21,null
human,100.0,10:38:48 : AM,2019-02-21,null
human,100.0,10:38:54 : AM,2019-02-21,null
human,100.0,10:39:00 : AM,2019-02-21,null
human,100.0,10:39:19 : AM,2019-02-21,null
human,100.0,10:39:28 : AM,2019-02-21,null
human,99.9,10:39:35 : AM,2019-02-21,null
human,100.0,10:39:40 : AM,2019-02-21,null
human,100.0,10:39:53 : AM,2019-02-21,null
human,100.0,10:40:19 : AM,2019-02-21,null
human,100.0,10:40:52 : AM,2019-02-21,null
human,100.0,10:41:02 : AM,2019-02-21,null
human,100.0,10:41:08 : AM,2019-02-21,null
human,100.0,10:41:15 : AM,2019-02-21,null
human,100.0,10:41:21 : AM,2019-02-21,null
human,100.0,10:41:30 : AM,2019-02-21,null
human,100.0,10:42:00 : AM,2019-02-21,null
human,100.0,10:42:16 : AM,2019-02-21,null
human,100.0,10:42:22 : AM,2019-02-21,null
human,100.0,10:42:32 : AM,2019-02-21,null
human,100.0,10:42:43 : AM,2019-02-21,null
human,100.0,10:42:57 : AM,2019-02-21,null
human,100.0,10:43:11 : AM,2019-02-21,null
human,100.0,10:43:25 : AM,2019-02-21,null
human,100.0,10:43:33 : AM,2019-02-21,null
human,100.0,10:43:50 : AM,2019-02-21,null
human,100.0,10:44:11 : AM,2019-02-21,null
human,100.0,10:44:17 : AM,2019-02-21,null
human,100.0,10:44:23 : AM,2019-02-21,null
human,100.0,10:44:35 : AM,2019-02-21,null
human,100.0,10:44:48 : AM,2019-02-21,null
human,100.0,10:44:53 : AM,2019-02-21,null
human,100.0,10:46:22 : AM,2019-02-21,null
human,100.0,10:46:31 : AM,2019-02-21,null
human,100.0,10:46:38 : AM,2019-02-21,null
human,100.0,10:46:51 : AM,2019-02-21,null
human,100.0,10:46:56 : AM,2019-02-21,null
human,100.0,10:47:02 : AM,2019-02-21,null
human,100.0,10:47:08 : AM,2019-02-21,null
human,100.0,10:47:17 : AM,2019-02-21,null
human,100.0,10:47:26 : AM,2019-02-21,null
human,100.0,10:47:32 : AM,2019-02-21,null
human,100.0,10:47:38 : AM,2019-02-21,null
human,100.0,10:48:00 : AM,2019-02-21,null
human,100.0,10:48:06 : AM,2019-02-21,null
human,100.0,10:48:22 : AM,2019-02-21,null
human,100.0,10:48:28 : AM,2019-02-21,null
human,100.0,10:48:37 : AM,2019-02-21,null
human,100.0,10:48:42 : AM,2019-02-21,null
human,100.0,10:49:08 : AM,2019-02-21,null
human,100.0,10:49:18 : AM,2019-02-21,null
human,100.0,10:49:30 : AM,2019-02-21,null
human,100.0,10:49:36 : AM,2019-02-21,null
human,100.0,10:49:49 : AM,2019-02-21,null
human,100.0,10:50:28 : AM,2019-02-21,null
human,100.0,10:50:34 : AM,2019-02-21,null
human,100.0,10:50:40 : AM,2019-02-21,null
human,100.0,10:50:46 : AM,2019-02-21,null
human,100.0,10:51:01 : AM,2019-02-21,null
human,100.0,10:51:07 : AM,2019-02-21,null
human,100.0,10:51:43 : AM,2019-02-21,null
human,100.0,10:51:52 : AM,2019-02-21,null
human,100.0,10:52:11 : AM,2019-02-21,null
human,100.0,10:52:23 : AM,2019-02-21,null
human,100.0,10:52:29 : AM,2019-02-21,null
human,100.0,10:52:55 : AM,2019-02-21,null
human,100.0,10:53:10 : AM,2019-02-21,null
human,100.0,10:53:16 : AM,2019-02-21,null
human,100.0,10:53:22 : AM,2019-02-21,null
human,100.0,10:53:31 : AM,2019-02-21,null
human,100.0,10:54:30 : AM,2019-02-21,null
human,100.0,10:54:42 : AM,2019-02-21,null
human,100.0,10:55:07 : AM,2019-02-21,null
human,100.0,10:55:17 : AM,2019-02-21,null
human,100.0,10:55:23 : AM,2019-02-21,null
human,100.0,10:55:32 : AM,2019-02-21,null
human,100.0,10:55:44 : AM,2019-02-21,null
human,100.0,10:55:53 : AM,2019-02-21,null
human,100.0,10:55:59 : AM,2019-02-21,null
human,100.0,10:56:09 : AM,2019-02-21,null
human,100.0,10:56:14 : AM,2019-02-21,null
human,100.0,10:56:20 : AM,2019-02-21,null
human,100.0,10:56:30 : AM,2019-02-21,null
human,100.0,10:56:45 : AM,2019-02-21,null
human,100.0,10:56:51 : AM,2019-02-21,null
human,100.0,10:56:57 : AM,2019-02-21,null
human,100.0,10:57:07 : AM,2019-02-21,null
human,100.0,10:57:32 : AM,2019-02-21,null
human,100.0,10:57:38 : AM,2019-02-21,null
human,100.0,10:57:47 : AM,2019-02-21,null
human,100.0,10:58:22 : AM,2019-02-21,null
human,100.0,10:58:57 : AM,2019-02-21,null
human,100.0,10:59:03 : AM,2019-02-21,null
human,100.0,10:59:18 : AM,2019-02-21,null
human,100.0,10:59:24 : AM,2019-02-21,null
human,100.0,10:59:33 : AM,2019-02-21,null
human,100.0,10:59:48 : AM,2019-02-21,null
human,100.0,11:00:00 : AM,2019-02-21,null
human,100.0,11:00:06 : AM,2019-02-21,null
human,100.0,11:00:12 : AM,2019-02-21,null
human,100.0,11:00:17 : AM,2019-02-21,null
human,100.0,11:00:33 : AM,2019-02-21,null
human,100.0,11:00:51 : AM,2019-02-21,null
human,100.0,11:00:57 : AM,2019-02-21,null
human,100.0,11:01:03 : AM,2019-02-21,null
human,100.0,11:01:15 : AM,2019-02-21,null
human,100.0,11:01:24 : AM,2019-02-21,null
human,100.0,11:02:05 : AM,2019-02-21,null
human,100.0,11:02:11 : AM,2019-02-21,null
human,100.0,11:02:32 : AM,2019-02-21,null
human,100.0,11:03:01 : AM,2019-02-21,null
human,100.0,11:03:10 : AM,2019-02-21,null
human,100.0,11:03:15 : AM,2019-02-21,null
human,100.0,11:03:21 : AM,2019-02-21,null
human,100.0,11:03:27 : AM,2019-02-21,null
human,100.0,11:03:32 : AM,2019-02-21,null
human,100.0,11:03:38 : AM,2019-02-21,null
human,100.0,11:03:44 : AM,2019-02-21,null
human,100.0,11:03:49 : AM,2019-02-21,null
human,100.0,11:03:55 : AM,2019-02-21,null
human,100.0,11:04:01 : AM,2019-02-21,null
human,100.0,11:04:06 : AM,2019-02-21,null
human,100.0,11:04:15 : AM,2019-02-21,null
human,100.0,11:04:21 : AM,2019-02-21,null
human,100.0,11:04:26 : AM,2019-02-21,null
human,100.0,11:04:42 : AM,2019-02-21,null
human,100.0,11:04:51 : AM,2019-02-21,null
human,100.0,11:05:16 : AM,2019-02-21,null
human,100.0,11:05:21 : AM,2019-02-21,null
human,100.0,11:05:27 : AM,2019-02-21,null
human,100.0,11:05:33 : AM,2019-02-21,null
human,100.0,11:05:39 : AM,2019-02-21,null
human,100.0,11:05:44 : AM,2019-02-21,null
human,100.0,11:05:50 : AM,2019-02-21,null
human,100.0,11:05:56 : AM,2019-02-21,null
human,100.0,11:06:01 : AM,2019-02-21,null
human,100.0,11:06:17 : AM,2019-02-21,null
human,100.0,11:06:22 : AM,2019-02-21,null
human,100.0,11:06:31 : AM,2019-02-21,null
human,100.0,11:06:40 : AM,2019-02-21,null
human,100.0,11:06:49 : AM,2019-02-21,null
human,100.0,11:06:55 : AM,2019-02-21,null
human,100.0,11:07:07 : AM,2019-02-21,null
human,100.0,11:07:12 : AM,2019-02-21,null
human,100.0,11:07:24 : AM,2019-02-21,null
human,100.0,11:07:30 : AM,2019-02-21,null
human,100.0,11:07:35 : AM,2019-02-21,null
human,100.0,11:07:51 : AM,2019-02-21,null
human,100.0,11:07:57 : AM,2019-02-21,null
human,100.0,11:08:09 : AM,2019-02-21,null
human,100.0,11:08:15 : AM,2019-02-21,null
human,100.0,11:08:20 : AM,2019-02-21,null
human,100.0,11:08:26 : AM,2019-02-21,null
human,100.0,11:08:38 : AM,2019-02-21,null
human,100.0,11:08:44 : AM,2019-02-21,null
human,100.0,11:08:49 : AM,2019-02-21,null
human,100.0,11:08:55 : AM,2019-02-21,null
human,100.0,11:09:01 : AM,2019-02-21,null
human,100.0,11:09:07 : AM,2019-02-21,null
human,100.0,11:09:19 : AM,2019-02-21,null
human,100.0,11:09:25 : AM,2019-02-21,null
human,100.0,11:09:53 : AM,2019-02-21,null
human,100.0,11:09:58 : AM,2019-02-21,null
human,100.0,11:10:07 : AM,2019-02-21,null
human,100.0,11:10:16 : AM,2019-02-21,null
human,100.0,11:10:22 : AM,2019-02-21,null
human,100.0,11:10:34 : AM,2019-02-21,null
human,100.0,11:10:40 : AM,2019-02-21,null
human,100.0,11:10:45 : AM,2019-02-21,null
human,100.0,11:10:51 : AM,2019-02-21,null
human,100.0,11:10:57 : AM,2019-02-21,null
human,100.0,11:11:02 : AM,2019-02-21,null
human,100.0,11:11:08 : AM,2019-02-21,null
human,100.0,11:11:17 : AM,2019-02-21,null
human,100.0,11:11:23 : AM,2019-02-21,null
human,100.0,11:11:28 : AM,2019-02-21,null
human,100.0,11:11:57 : AM,2019-02-21,null
human,100.0,11:12:03 : AM,2019-02-21,null
human,100.0,11:12:12 : AM,2019-02-21,null
human,100.0,11:12:18 : AM,2019-02-21,null
human,100.0,11:12:27 : AM,2019-02-21,null
human,100.0,11:12:33 : AM,2019-02-21,null
human,100.0,11:12:39 : AM,2019-02-21,null
human,100.0,11:12:47 : AM,2019-02-21,null
human,100.0,11:13:06 : AM,2019-02-21,null
human,100.0,11:13:22 : AM,2019-02-21,null
human,100.0,11:13:27 : AM,2019-02-21,null
human,100.0,11:13:33 : AM,2019-02-21,null
human,100.0,11:14:08 : AM,2019-02-21,null
human,100.0,11:14:17 : AM,2019-02-21,null
human,100.0,11:14:46 : AM,2019-02-21,null
human,100.0,11:14:52 : AM,2019-02-21,null
human,100.0,11:14:57 : AM,2019-02-21,null
human,100.0,11:15:19 : AM,2019-02-21,null
human,100.0,11:15:31 : AM,2019-02-21,null
human,100.0,11:15:50 : AM,2019-02-21,null
human,100.0,11:15:59 : AM,2019-02-21,null
human,100.0,11:16:15 : AM,2019-02-21,null
human,100.0,11:16:47 : AM,2019-02-21,null
human,100.0,11:16:52 : AM,2019-02-21,null
human,100.0,11:16:58 : AM,2019-02-21,null
human,100.0,11:17:04 : AM,2019-02-21,null
human,100.0,11:28:26 : AM,2019-02-21,null
human,99.98,11:28:34 : AM,2019-02-21,null
human,100.0,11:28:49 : AM,2019-02-21,null
human,100.0,11:28:55 : AM,2019-02-21,null
human,100.0,11:29:00 : AM,2019-02-21,null
human,100.0,11:29:06 : AM,2019-02-21,null
human,100.0,11:29:12 : AM,2019-02-21,null
human,100.0,11:29:18 : AM,2019-02-21,null
human,100.0,11:29:27 : AM,2019-02-21,null
human,100.0,11:30:02 : AM,2019-02-21,null
human,100.0,11:30:08 : AM,2019-02-21,null
human,100.0,11:30:13 : AM,2019-02-21,null
human,100.0,11:30:26 : AM,2019-02-21,null
human,100.0,11:30:54 : AM,2019-02-21,null
human,100.0,11:31:23 : AM,2019-02-21,null
human,100.0,11:31:58 : AM,2019-02-21,null
human,100.0,11:32:14 : AM,2019-02-21,null
human,100.0,11:32:49 : AM,2019-02-21,null
human,99.71,11:33:18 : AM,2019-02-21,null
human,100.0,11:33:24 : AM,2019-02-21,null
human,100.0,11:33:32 : AM,2019-02-21,null
human,100.0,11:33:38 : AM,2019-02-21,null
human,100.0,11:33:51 : AM,2019-02-21,null
human,100.0,11:33:56 : AM,2019-02-21,null
human,100.0,11:34:02 : AM,2019-02-21,null
human,100.0,11:34:08 : AM,2019-02-21,null
human,100.0,11:34:14 : AM,2019-02-21,null
human,100.0,11:34:19 : AM,2019-02-21,null
human,100.0,11:34:28 : AM,2019-02-21,null
human,100.0,11:34:34 : AM,2019-02-21,null
human,100.0,11:34:40 : AM,2019-02-21,null
human,100.0,11:34:46 : AM,2019-02-21,null
human,100.0,11:34:51 : AM,2019-02-21,null
human,100.0,11:35:00 : AM,2019-02-21,null
human,100.0,11:36:02 : AM,2019-02-21,null
human,100.0,11:36:07 : AM,2019-02-21,null
human,100.0,11:36:23 : AM,2019-02-21,null
human,100.0,11:36:28 : AM,2019-02-21,null
human,100.0,11:36:37 : AM,2019-02-21,null
human,100.0,11:36:43 : AM,2019-02-21,null
human,100.0,11:36:49 : AM,2019-02-21,null
human,99.99,11:36:54 : AM,2019-02-21,null
human,100.0,11:37:36 : AM,2019-02-21,null
human,100.0,11:37:45 : AM,2019-02-21,null
human,100.0,11:38:01 : AM,2019-02-21,null
human,100.0,11:38:36 : AM,2019-02-21,null
human,100.0,11:38:45 : AM,2019-02-21,null
human,100.0,11:38:54 : AM,2019-02-21,null
human,100.0,11:39:00 : AM,2019-02-21,null
human,92.79,11:39:28 : AM,2019-02-21,null
human,100.0,11:39:47 : AM,2019-02-21,null
human,100.0,11:39:53 : AM,2019-02-21,null
human,100.0,11:39:59 : AM,2019-02-21,null
human,100.0,11:40:54 : AM,2019-02-21,null
human,100.0,11:41:23 : AM,2019-02-21,null
human,100.0,11:41:29 : AM,2019-02-21,null
human,100.0,11:41:44 : AM,2019-02-21,null
human,100.0,11:41:53 : AM,2019-02-21,null
human,100.0,11:42:19 : AM,2019-02-21,null
human,100.0,11:42:42 : AM,2019-02-21,null
human,100.0,11:42:49 : AM,2019-02-21,null
human,100.0,11:43:02 : AM,2019-02-21,null
human,100.0,11:43:30 : AM,2019-02-21,null
human,100.0,11:43:40 : AM,2019-02-21,null
human,100.0,11:43:52 : AM,2019-02-21,null
human,100.0,11:44:01 : AM,2019-02-21,null
human,100.0,11:44:10 : AM,2019-02-21,null
human,100.0,11:44:39 : AM,2019-02-21,null
human,99.96,11:44:45 : AM,2019-02-21,null
human,100.0,11:44:51 : AM,2019-02-21,null
human,100.0,11:45:13 : AM,2019-02-21,null
human,100.0,11:45:25 : AM,2019-02-21,null
human,100.0,11:45:31 : AM,2019-02-21,null
human,100.0,12:21:22 : PM,2019-02-21,null
human,100.0,12:21:32 : PM,2019-02-21,null
human,100.0,12:22:04 : PM,2019-02-21,null
human,100.0,12:22:29 : PM,2019-02-21,null
human,100.0,12:22:35 : PM,2019-02-21,null
human,100.0,12:22:41 : PM,2019-02-21,null
human,100.0,12:22:46 : PM,2019-02-21,null
human,100.0,12:22:52 : PM,2019-02-21,null
human,100.0,12:22:57 : PM,2019-02-21,null
human,100.0,12:23:20 : PM,2019-02-21,null
human,100.0,12:23:25 : PM,2019-02-21,null
human,100.0,12:23:31 : PM,2019-02-21,null
human,100.0,12:23:37 : PM,2019-02-21,null
human,100.0,12:23:46 : PM,2019-02-21,null
human,100.0,12:23:55 : PM,2019-02-21,null
human,100.0,12:24:00 : PM,2019-02-21,null
human,100.0,12:24:06 : PM,2019-02-21,null
human,100.0,12:24:12 : PM,2019-02-21,null
human,100.0,12:24:21 : PM,2019-02-21,null
human,100.0,12:24:30 : PM,2019-02-21,null
human,100.0,12:24:35 : PM,2019-02-21,null
human,100.0,12:24:48 : PM,2019-02-21,null
human,100.0,12:24:54 : PM,2019-02-21,null
human,100.0,12:24:59 : PM,2019-02-21,null
human,100.0,12:25:15 : PM,2019-02-21,null
human,100.0,12:25:20 : PM,2019-02-21,null
human,100.0,12:25:33 : PM,2019-02-21,null
human,100.0,12:25:45 : PM,2019-02-21,null
human,100.0,12:25:51 : PM,2019-02-21,null
human,100.0,12:26:06 : PM,2019-02-21,null
human,100.0,12:26:12 : PM,2019-02-21,null
human,100.0,12:26:41 : PM,2019-02-21,null
human,100.0,12:26:56 : PM,2019-02-21,null
human,100.0,12:27:05 : PM,2019-02-21,null
human,100.0,12:27:11 : PM,2019-02-21,null
human,100.0,12:27:36 : PM,2019-02-21,null
human,100.0,12:28:47 : PM,2019-02-21,null
human,100.0,12:29:00 : PM,2019-02-21,null
human,100.0,12:29:09 : PM,2019-02-21,null
human,100.0,12:29:34 : PM,2019-02-21,null
human,100.0,12:29:53 : PM,2019-02-21,null
human,100.0,12:30:02 : PM,2019-02-21,null
human,100.0,12:30:08 : PM,2019-02-21,null
human,100.0,12:30:17 : PM,2019-02-21,null
human,100.0,12:30:39 : PM,2019-02-21,null
human,100.0,12:30:45 : PM,2019-02-21,null
human,100.0,12:31:01 : PM,2019-02-21,null
human,100.0,12:31:07 : PM,2019-02-21,null
human,100.0,12:31:12 : PM,2019-02-21,null
human,100.0,12:31:18 : PM,2019-02-21,null
human,100.0,12:31:24 : PM,2019-02-21,null
human,100.0,12:31:36 : PM,2019-02-21,null
human,100.0,12:31:42 : PM,2019-02-21,null
human,100.0,12:31:48 : PM,2019-02-21,null
human,100.0,12:32:16 : PM,2019-02-21,null
human,100.0,12:32:22 : PM,2019-02-21,null
human,100.0,12:32:28 : PM,2019-02-21,null
human,100.0,12:32:34 : PM,2019-02-21,null
human,100.0,12:32:49 : PM,2019-02-21,null
human,100.0,12:32:55 : PM,2019-02-21,null
human,100.0,12:33:01 : PM,2019-02-21,null
human,100.0,12:33:06 : PM,2019-02-21,null
human,100.0,12:33:15 : PM,2019-02-21,null
human,100.0,12:33:31 : PM,2019-02-21,null
human,100.0,12:33:37 : PM,2019-02-21,null
human,100.0,12:33:42 : PM,2019-02-21,null
human,100.0,12:33:48 : PM,2019-02-21,null
human,100.0,12:34:00 : PM,2019-02-21,null
human,100.0,12:34:06 : PM,2019-02-21,null
human,100.0,12:34:54 : PM,2019-02-21,null
human,100.0,12:35:00 : PM,2019-02-21,null
human,100.0,12:35:06 : PM,2019-02-21,null
human,100.0,12:35:15 : PM,2019-02-21,null
human,100.0,12:35:49 : PM,2019-02-21,null
human,100.0,12:36:02 : PM,2019-02-21,null
human,100.0,12:36:14 : PM,2019-02-21,null
human,100.0,12:36:23 : PM,2019-02-21,null
human,100.0,12:36:32 : PM,2019-02-21,null
human,100.0,12:36:38 : PM,2019-02-21,null
human,100.0,12:36:47 : PM,2019-02-21,null
human,100.0,12:36:54 : PM,2019-02-21,null
human,100.0,12:37:03 : PM,2019-02-21,null
human,100.0,12:37:15 : PM,2019-02-21,null
human,100.0,12:37:30 : PM,2019-02-21,null
human,100.0,12:37:36 : PM,2019-02-21,null
human,100.0,12:38:21 : PM,2019-02-21,null
human,99.86,12:38:33 : PM,2019-02-21,null
human,100.0,12:38:42 : PM,2019-02-21,null
human,100.0,12:38:58 : PM,2019-02-21,null
human,100.0,12:39:23 : PM,2019-02-21,null
human,100.0,12:39:29 : PM,2019-02-21,null
human,100.0,12:39:34 : PM,2019-02-21,null
human,100.0,12:39:43 : PM,2019-02-21,null
human,100.0,12:39:49 : PM,2019-02-21,null
human,100.0,12:39:55 : PM,2019-02-21,null
human,100.0,12:40:07 : PM,2019-02-21,null
human,100.0,12:40:13 : PM,2019-02-21,null
human,100.0,12:40:41 : PM,2019-02-21,null
human,100.0,12:40:53 : PM,2019-02-21,null
human,100.0,12:41:06 : PM,2019-02-21,null
human,100.0,12:41:31 : PM,2019-02-21,null
human,100.0,12:41:36 : PM,2019-02-21,null
human,100.0,12:42:45 : PM,2019-02-21,null
human,100.0,12:43:37 : PM,2019-02-21,null
human,100.0,12:43:56 : PM,2019-02-21,null
human,100.0,12:44:01 : PM,2019-02-21,null
human,100.0,12:44:50 : PM,2019-02-21,null
human,100.0,12:45:15 : PM,2019-02-21,null
human,100.0,12:45:31 : PM,2019-02-21,null
human,100.0,12:45:37 : PM,2019-02-21,null
human,100.0,12:45:52 : PM,2019-02-21,null
human,100.0,12:45:58 : PM,2019-02-21,null
human,100.0,12:46:04 : PM,2019-02-21,null
human,100.0,12:46:09 : PM,2019-02-21,null
human,100.0,12:46:21 : PM,2019-02-21,null
human,100.0,12:46:54 : PM,2019-02-21,null
human,100.0,12:46:59 : PM,2019-02-21,null
human,100.0,12:47:08 : PM,2019-02-21,null
human,100.0,12:47:57 : PM,2019-02-21,null
human,99.86,12:48:03 : PM,2019-02-21,null
human,100.0,12:48:44 : PM,2019-02-21,null
human,100.0,12:48:53 : PM,2019-02-21,null
human,100.0,12:48:59 : PM,2019-02-21,null
human,100.0,12:49:27 : PM,2019-02-21,null
human,100.0,12:49:46 : PM,2019-02-21,null
human,100.0,12:49:52 : PM,2019-02-21,null
