Sound,Probability,Time,Date,Distance
human,100.0,05:01:10 : PM,2019-02-21,null
human,100.0,05:01:15 : PM,2019-02-21,null
human,100.0,05:01:21 : PM,2019-02-21,null
human,98.02,05:01:30 : PM,2019-02-21,null
human,100.0,05:01:36 : PM,2019-02-21,null
human,91.87,05:01:42 : PM,2019-02-21,null
human,99.67,05:01:48 : PM,2019-02-21,null
human,100.0,05:01:53 : PM,2019-02-21,null
human,99.49,05:01:59 : PM,2019-02-21,null
human,100.0,05:02:05 : PM,2019-02-21,null
human,100.0,05:02:10 : PM,2019-02-21,null
human,98.38,05:02:16 : PM,2019-02-21,null
human,100.0,05:02:22 : PM,2019-02-21,null
human,100.0,05:02:27 : PM,2019-02-21,null
human,100.0,05:02:33 : PM,2019-02-21,null
human,99.31,05:02:43 : PM,2019-02-21,null
human,100.0,05:02:49 : PM,2019-02-21,null
human,100.0,05:02:54 : PM,2019-02-21,null
human,100.0,05:03:00 : PM,2019-02-21,null
human,100.0,05:03:27 : PM,2019-02-21,null
human,100.0,05:03:33 : PM,2019-02-21,null
human,100.0,05:03:38 : PM,2019-02-21,null
human,100.0,05:03:44 : PM,2019-02-21,null
human,100.0,05:03:50 : PM,2019-02-21,null
human,99.93,05:04:03 : PM,2019-02-21,null
human,100.0,05:04:09 : PM,2019-02-21,null
human,100.0,05:04:22 : PM,2019-02-21,null
human,100.0,05:04:28 : PM,2019-02-21,null
human,100.0,05:04:33 : PM,2019-02-21,null
human,100.0,05:04:39 : PM,2019-02-21,null
human,100.0,05:04:44 : PM,2019-02-21,null
human,100.0,05:04:54 : PM,2019-02-21,null
human,100.0,05:05:00 : PM,2019-02-21,null
human,100.0,05:05:06 : PM,2019-02-21,null
human,100.0,05:05:18 : PM,2019-02-21,null
human,100.0,05:05:24 : PM,2019-02-21,null
human,100.0,05:05:30 : PM,2019-02-21,null
human,100.0,05:05:35 : PM,2019-02-21,null
human,100.0,05:05:41 : PM,2019-02-21,null
human,100.0,08:57:18 : AM,2019-02-22,null
human,100.0,08:57:29 : AM,2019-02-22,null
human,100.0,08:57:35 : AM,2019-02-22,null
human,100.0,08:57:41 : AM,2019-02-22,null
human,100.0,08:57:47 : AM,2019-02-22,null
human,100.0,08:59:51 : AM,2019-02-22,null
human,100.0,09:01:01 : AM,2019-02-22,null
human,100.0,09:01:17 : AM,2019-02-22,null
human,100.0,09:01:27 : AM,2019-02-22,null
human,100.0,09:01:43 : AM,2019-02-22,null
human,95.89,09:01:49 : AM,2019-02-22,null
human,100.0,09:02:23 : AM,2019-02-22,null
human,100.0,09:02:29 : AM,2019-02-22,null
human,100.0,09:02:38 : AM,2019-02-22,null
human,100.0,09:05:02 : AM,2019-02-22,null
human,100.0,09:05:11 : AM,2019-02-22,null
human,100.0,09:05:17 : AM,2019-02-22,null
human,100.0,09:05:22 : AM,2019-02-22,null
human,100.0,09:05:28 : AM,2019-02-22,null
human,100.0,09:05:34 : AM,2019-02-22,null
human,100.0,09:05:46 : AM,2019-02-22,null
human,100.0,09:05:52 : AM,2019-02-22,null
human,100.0,09:05:58 : AM,2019-02-22,null
human,100.0,09:06:13 : AM,2019-02-22,null
human,100.0,09:06:22 : AM,2019-02-22,null
human,100.0,09:06:28 : AM,2019-02-22,null
human,100.0,09:06:34 : AM,2019-02-22,null
human,100.0,09:06:40 : AM,2019-02-22,null
human,100.0,09:06:48 : AM,2019-02-22,null
human,100.0,09:06:54 : AM,2019-02-22,null
human,100.0,09:08:08 : AM,2019-02-22,null
human,100.0,09:08:13 : AM,2019-02-22,null
human,100.0,09:08:26 : AM,2019-02-22,null
human,100.0,09:08:35 : AM,2019-02-22,null
human,100.0,09:08:40 : AM,2019-02-22,null
human,100.0,09:08:46 : AM,2019-02-22,null
human,100.0,09:08:55 : AM,2019-02-22,null
human,100.0,09:09:04 : AM,2019-02-22,null
human,100.0,09:09:13 : AM,2019-02-22,null
human,100.0,09:09:22 : AM,2019-02-22,null
human,100.0,09:09:28 : AM,2019-02-22,null
human,100.0,09:09:34 : AM,2019-02-22,null
human,100.0,09:09:40 : AM,2019-02-22,null
human,100.0,09:09:46 : AM,2019-02-22,null
human,100.0,09:09:51 : AM,2019-02-22,null
human,100.0,09:10:07 : AM,2019-02-22,null
human,100.0,09:10:13 : AM,2019-02-22,null
human,100.0,09:10:18 : AM,2019-02-22,null
human,100.0,09:10:24 : AM,2019-02-22,null
human,100.0,09:17:11 : AM,2019-02-22,null
human,100.0,09:17:19 : AM,2019-02-22,null
human,100.0,09:17:28 : AM,2019-02-22,null
human,100.0,09:17:34 : AM,2019-02-22,null
human,100.0,09:17:40 : AM,2019-02-22,null
human,100.0,09:18:24 : AM,2019-02-22,null
human,100.0,09:19:24 : AM,2019-02-22,null
human,100.0,09:19:33 : AM,2019-02-22,null
human,100.0,09:20:08 : AM,2019-02-22,null
human,100.0,09:20:42 : AM,2019-02-22,null
human,100.0,09:20:48 : AM,2019-02-22,null
human,100.0,09:20:54 : AM,2019-02-22,null
human,100.0,09:21:23 : AM,2019-02-22,null
human,100.0,09:22:43 : AM,2019-02-22,null
human,100.0,09:22:49 : AM,2019-02-22,null
human,100.0,09:22:58 : AM,2019-02-22,null
human,100.0,09:23:23 : AM,2019-02-22,null
human,100.0,09:23:42 : AM,2019-02-22,null
human,100.0,09:23:51 : AM,2019-02-22,null
human,100.0,09:24:16 : AM,2019-02-22,null
human,100.0,09:24:44 : AM,2019-02-22,null
human,100.0,09:24:50 : AM,2019-02-22,null
human,100.0,09:31:12 : AM,2019-02-22,null
human,100.0,09:32:41 : AM,2019-02-22,null
human,100.0,09:33:03 : AM,2019-02-22,null
human,100.0,09:34:32 : AM,2019-02-22,null
human,100.0,09:35:22 : AM,2019-02-22,null
human,100.0,09:35:35 : AM,2019-02-22,null
human,100.0,09:35:41 : AM,2019-02-22,null
human,100.0,09:35:47 : AM,2019-02-22,null
human,100.0,09:35:53 : AM,2019-02-22,null
human,100.0,09:36:02 : AM,2019-02-22,null
human,100.0,09:36:11 : AM,2019-02-22,null
human,100.0,09:36:30 : AM,2019-02-22,null
human,100.0,09:36:39 : AM,2019-02-22,null
human,100.0,09:36:52 : AM,2019-02-22,null
human,100.0,09:37:01 : AM,2019-02-22,null
human,100.0,09:37:07 : AM,2019-02-22,null
human,100.0,09:37:16 : AM,2019-02-22,null
human,100.0,09:37:22 : AM,2019-02-22,null
human,100.0,09:37:31 : AM,2019-02-22,null
human,100.0,09:38:16 : AM,2019-02-22,null
human,100.0,09:38:28 : AM,2019-02-22,null
human,100.0,09:38:34 : AM,2019-02-22,null
human,100.0,09:38:43 : AM,2019-02-22,null
human,100.0,09:38:49 : AM,2019-02-22,null
human,100.0,09:38:58 : AM,2019-02-22,null
human,100.0,09:39:04 : AM,2019-02-22,null
human,100.0,09:39:10 : AM,2019-02-22,null
human,100.0,09:39:19 : AM,2019-02-22,null
human,100.0,09:39:31 : AM,2019-02-22,null
human,100.0,09:39:47 : AM,2019-02-22,null
human,100.0,09:39:53 : AM,2019-02-22,null
human,100.0,09:39:59 : AM,2019-02-22,null
human,100.0,09:40:11 : AM,2019-02-22,null
human,100.0,09:40:20 : AM,2019-02-22,null
human,100.0,09:40:33 : AM,2019-02-22,null
human,100.0,09:40:39 : AM,2019-02-22,null
human,100.0,09:40:48 : AM,2019-02-22,null
human,100.0,09:40:54 : AM,2019-02-22,null
human,100.0,09:41:12 : AM,2019-02-22,null
human,100.0,09:41:25 : AM,2019-02-22,null
human,100.0,09:41:37 : AM,2019-02-22,null
human,100.0,09:41:43 : AM,2019-02-22,null
human,100.0,09:41:55 : AM,2019-02-22,null
human,100.0,09:42:01 : AM,2019-02-22,null
human,100.0,09:42:07 : AM,2019-02-22,null
human,100.0,09:42:13 : AM,2019-02-22,null
human,100.0,09:42:19 : AM,2019-02-22,null
human,100.0,09:42:25 : AM,2019-02-22,null
human,100.0,09:42:40 : AM,2019-02-22,null
human,100.0,09:42:53 : AM,2019-02-22,null
human,100.0,09:43:28 : AM,2019-02-22,null
human,100.0,09:43:34 : AM,2019-02-22,null
human,100.0,09:43:49 : AM,2019-02-22,null
human,100.0,09:43:55 : AM,2019-02-22,null
human,100.0,09:44:01 : AM,2019-02-22,null
human,100.0,09:44:07 : AM,2019-02-22,null
human,100.0,09:44:22 : AM,2019-02-22,null
human,100.0,09:44:28 : AM,2019-02-22,null
human,100.0,09:44:40 : AM,2019-02-22,null
human,100.0,09:44:46 : AM,2019-02-22,null
human,100.0,09:44:52 : AM,2019-02-22,null
human,100.0,09:44:58 : AM,2019-02-22,null
human,100.0,09:45:07 : AM,2019-02-22,null
human,100.0,09:45:13 : AM,2019-02-22,null
human,100.0,09:45:20 : AM,2019-02-22,null
human,100.0,09:46:18 : AM,2019-02-22,null
human,100.0,09:46:24 : AM,2019-02-22,null
human,100.0,09:46:30 : AM,2019-02-22,null
human,100.0,09:46:46 : AM,2019-02-22,null
human,100.0,09:47:17 : AM,2019-02-22,null
human,100.0,09:47:27 : AM,2019-02-22,null
human,100.0,09:47:45 : AM,2019-02-22,null
human,100.0,09:47:54 : AM,2019-02-22,null
human,100.0,09:48:10 : AM,2019-02-22,null
human,100.0,09:49:37 : AM,2019-02-22,null
human,100.0,09:49:43 : AM,2019-02-22,null
human,100.0,09:49:49 : AM,2019-02-22,null
human,100.0,09:50:21 : AM,2019-02-22,null
human,100.0,09:50:33 : AM,2019-02-22,null
human,100.0,09:51:02 : AM,2019-02-22,null
human,100.0,09:51:11 : AM,2019-02-22,null
human,100.0,09:51:17 : AM,2019-02-22,null
human,100.0,09:51:23 : AM,2019-02-22,null
human,100.0,09:51:32 : AM,2019-02-22,null
human,100.0,09:51:38 : AM,2019-02-22,null
human,100.0,09:51:44 : AM,2019-02-22,null
human,100.0,09:51:59 : AM,2019-02-22,null
human,100.0,09:53:14 : AM,2019-02-22,null
human,100.0,09:53:20 : AM,2019-02-22,null
human,100.0,09:53:26 : AM,2019-02-22,null
human,100.0,09:53:36 : AM,2019-02-22,null
human,100.0,09:53:45 : AM,2019-02-22,null
human,100.0,09:53:54 : AM,2019-02-22,null
human,100.0,09:54:19 : AM,2019-02-22,null
human,100.0,09:54:51 : AM,2019-02-22,null
human,100.0,09:54:57 : AM,2019-02-22,null
human,100.0,09:55:07 : AM,2019-02-22,null
human,100.0,09:55:41 : AM,2019-02-22,null
human,100.0,09:56:29 : AM,2019-02-22,null
human,100.0,09:56:42 : AM,2019-02-22,null
human,100.0,09:57:29 : AM,2019-02-22,null
human,100.0,09:57:58 : AM,2019-02-22,null
human,100.0,09:58:07 : AM,2019-02-22,null
human,100.0,09:58:19 : AM,2019-02-22,null
human,100.0,09:58:25 : AM,2019-02-22,null
human,100.0,09:58:31 : AM,2019-02-22,null
human,100.0,09:58:40 : AM,2019-02-22,null
human,100.0,09:58:49 : AM,2019-02-22,null
human,100.0,09:58:58 : AM,2019-02-22,null
human,100.0,09:59:13 : AM,2019-02-22,null
human,100.0,09:59:39 : AM,2019-02-22,null
human,100.0,09:59:45 : AM,2019-02-22,null
human,100.0,09:59:50 : AM,2019-02-22,null
human,100.0,10:00:00 : AM,2019-02-22,null
human,99.36,10:00:10 : AM,2019-02-22,null
human,100.0,10:00:16 : AM,2019-02-22,null
human,100.0,10:00:21 : AM,2019-02-22,null
human,99.97,10:00:27 : AM,2019-02-22,null
human,100.0,10:00:33 : AM,2019-02-22,null
human,100.0,10:00:39 : AM,2019-02-22,null
human,100.0,10:00:45 : AM,2019-02-22,null
human,100.0,10:00:50 : AM,2019-02-22,null
human,100.0,10:00:56 : AM,2019-02-22,null
human,99.95,10:01:02 : AM,2019-02-22,null
human,100.0,10:01:08 : AM,2019-02-22,null
human,99.99,10:01:13 : AM,2019-02-22,null
human,99.99,10:01:27 : AM,2019-02-22,null
human,100.0,10:01:43 : AM,2019-02-22,null
human,96.56,10:01:48 : AM,2019-02-22,null
human,99.98,10:01:57 : AM,2019-02-22,null
human,99.99,10:02:03 : AM,2019-02-22,null
human,99.97,10:02:09 : AM,2019-02-22,null
human,100.0,10:02:19 : AM,2019-02-22,null
human,99.95,10:02:25 : AM,2019-02-22,null
human,100.0,10:02:30 : AM,2019-02-22,null
human,100.0,10:02:36 : AM,2019-02-22,null
human,100.0,10:02:42 : AM,2019-02-22,null
human,99.9,10:02:52 : AM,2019-02-22,null
human,96.93,10:02:57 : AM,2019-02-22,null
human,100.0,10:03:03 : AM,2019-02-22,null
human,99.55,10:03:09 : AM,2019-02-22,null
human,91.21,10:03:22 : AM,2019-02-22,null
human,99.91,10:03:35 : AM,2019-02-22,null
human,99.81,10:03:48 : AM,2019-02-22,null
human,100.0,10:04:01 : AM,2019-02-22,null
human,100.0,10:04:07 : AM,2019-02-22,null
human,100.0,10:04:12 : AM,2019-02-22,null
human,100.0,10:04:18 : AM,2019-02-22,null
human,100.0,10:04:24 : AM,2019-02-22,null
human,99.97,10:04:30 : AM,2019-02-22,null
human,100.0,10:04:36 : AM,2019-02-22,null
human,100.0,10:04:41 : AM,2019-02-22,null
human,100.0,10:04:47 : AM,2019-02-22,null
human,100.0,10:04:53 : AM,2019-02-22,null
human,100.0,10:05:02 : AM,2019-02-22,null
human,100.0,10:05:08 : AM,2019-02-22,null
human,96.87,10:05:13 : AM,2019-02-22,null
human,99.02,10:05:19 : AM,2019-02-22,null
human,100.0,10:05:25 : AM,2019-02-22,null
human,100.0,10:05:31 : AM,2019-02-22,null
human,100.0,10:05:40 : AM,2019-02-22,null
human,100.0,10:05:46 : AM,2019-02-22,null
human,100.0,10:06:04 : AM,2019-02-22,null
human,100.0,10:06:10 : AM,2019-02-22,null
human,100.0,10:06:16 : AM,2019-02-22,null
human,100.0,10:06:25 : AM,2019-02-22,null
human,100.0,10:06:34 : AM,2019-02-22,null
human,100.0,10:06:43 : AM,2019-02-22,null
human,100.0,10:06:52 : AM,2019-02-22,null
human,100.0,10:06:58 : AM,2019-02-22,null
human,100.0,10:07:04 : AM,2019-02-22,null
human,100.0,10:07:10 : AM,2019-02-22,null
human,100.0,10:07:15 : AM,2019-02-22,null
human,100.0,10:07:24 : AM,2019-02-22,null
human,99.34,10:07:30 : AM,2019-02-22,null
human,100.0,10:07:36 : AM,2019-02-22,null
human,100.0,10:07:48 : AM,2019-02-22,null
human,100.0,10:07:54 : AM,2019-02-22,null
human,100.0,10:08:16 : AM,2019-02-22,null
human,100.0,10:08:22 : AM,2019-02-22,null
human,100.0,10:08:28 : AM,2019-02-22,null
human,100.0,10:08:37 : AM,2019-02-22,null
human,100.0,10:08:46 : AM,2019-02-22,null
human,100.0,10:09:05 : AM,2019-02-22,null
human,100.0,10:09:14 : AM,2019-02-22,null
human,100.0,10:09:36 : AM,2019-02-22,null
human,100.0,10:09:49 : AM,2019-02-22,null
human,100.0,10:09:55 : AM,2019-02-22,null
human,100.0,10:10:00 : AM,2019-02-22,null
human,100.0,10:10:10 : AM,2019-02-22,null
human,100.0,10:10:15 : AM,2019-02-22,null
human,100.0,10:10:21 : AM,2019-02-22,null
human,100.0,10:10:30 : AM,2019-02-22,null
human,100.0,10:10:36 : AM,2019-02-22,null
human,100.0,10:10:42 : AM,2019-02-22,null
human,100.0,10:10:47 : AM,2019-02-22,null
human,99.98,10:10:53 : AM,2019-02-22,null
human,99.87,10:11:07 : AM,2019-02-22,null
human,100.0,10:11:13 : AM,2019-02-22,null
human,100.0,10:11:19 : AM,2019-02-22,null
human,100.0,10:11:24 : AM,2019-02-22,null
human,99.86,10:11:30 : AM,2019-02-22,null
human,100.0,10:11:36 : AM,2019-02-22,null
human,99.24,10:11:42 : AM,2019-02-22,null
human,99.97,10:11:52 : AM,2019-02-22,null
human,100.0,10:11:58 : AM,2019-02-22,null
human,100.0,10:12:03 : AM,2019-02-22,null
human,99.19,10:12:13 : AM,2019-02-22,null
human,100.0,10:12:28 : AM,2019-02-22,null
human,98.71,10:12:38 : AM,2019-02-22,null
human,100.0,10:12:44 : AM,2019-02-22,null
human,100.0,10:12:50 : AM,2019-02-22,null
human,100.0,10:12:55 : AM,2019-02-22,null
human,99.95,10:13:01 : AM,2019-02-22,null
human,99.71,10:13:07 : AM,2019-02-22,null
human,100.0,10:13:18 : AM,2019-02-22,null
human,97.94,10:13:30 : AM,2019-02-22,null
human,100.0,10:13:36 : AM,2019-02-22,null
human,100.0,10:13:41 : AM,2019-02-22,null
human,100.0,10:13:47 : AM,2019-02-22,null
human,100.0,10:13:53 : AM,2019-02-22,null
human,100.0,10:13:59 : AM,2019-02-22,null
human,100.0,10:14:09 : AM,2019-02-22,null
human,99.58,10:14:18 : AM,2019-02-22,null
human,100.0,10:14:24 : AM,2019-02-22,null
human,100.0,10:14:30 : AM,2019-02-22,null
human,100.0,10:14:36 : AM,2019-02-22,null
human,100.0,10:14:42 : AM,2019-02-22,null
human,100.0,10:14:47 : AM,2019-02-22,null
human,100.0,10:14:53 : AM,2019-02-22,null
human,100.0,10:14:59 : AM,2019-02-22,null
human,100.0,10:15:05 : AM,2019-02-22,null
human,100.0,10:15:10 : AM,2019-02-22,null
human,99.99,10:15:16 : AM,2019-02-22,null
human,100.0,10:15:22 : AM,2019-02-22,null
human,100.0,10:15:27 : AM,2019-02-22,null
human,100.0,10:15:40 : AM,2019-02-22,null
human,100.0,10:16:01 : AM,2019-02-22,null
human,100.0,10:16:07 : AM,2019-02-22,null
human,100.0,10:16:13 : AM,2019-02-22,null
human,100.0,10:16:22 : AM,2019-02-22,null
human,99.96,10:16:31 : AM,2019-02-22,null
human,100.0,10:16:40 : AM,2019-02-22,null
human,100.0,10:16:46 : AM,2019-02-22,null
human,100.0,10:16:52 : AM,2019-02-22,null
human,99.15,10:17:07 : AM,2019-02-22,null
human,100.0,10:17:25 : AM,2019-02-22,null
human,100.0,10:17:31 : AM,2019-02-22,null
human,100.0,10:17:37 : AM,2019-02-22,null
human,100.0,10:17:42 : AM,2019-02-22,null
human,100.0,10:17:48 : AM,2019-02-22,null
human,100.0,10:17:54 : AM,2019-02-22,null
human,100.0,10:17:59 : AM,2019-02-22,null
human,100.0,10:18:05 : AM,2019-02-22,null
human,99.98,10:18:11 : AM,2019-02-22,null
human,100.0,10:18:17 : AM,2019-02-22,null
human,97.79,10:18:22 : AM,2019-02-22,null
human,100.0,10:18:28 : AM,2019-02-22,null
human,91.34,10:18:34 : AM,2019-02-22,null
human,99.83,10:18:43 : AM,2019-02-22,null
human,100.0,10:18:49 : AM,2019-02-22,null
human,99.97,10:19:12 : AM,2019-02-22,null
human,100.0,10:19:21 : AM,2019-02-22,null
human,100.0,10:19:30 : AM,2019-02-22,null
human,100.0,10:19:36 : AM,2019-02-22,null
human,100.0,10:19:42 : AM,2019-02-22,null
human,100.0,10:19:55 : AM,2019-02-22,null
human,100.0,10:20:14 : AM,2019-02-22,null
human,100.0,10:21:17 : AM,2019-02-22,null
human,99.99,10:21:22 : AM,2019-02-22,null
human,100.0,10:22:01 : AM,2019-02-22,null
human,100.0,10:22:14 : AM,2019-02-22,null
human,100.0,10:22:20 : AM,2019-02-22,null
human,100.0,10:22:26 : AM,2019-02-22,null
human,100.0,10:22:40 : AM,2019-02-22,null
human,100.0,10:23:02 : AM,2019-02-22,null
human,100.0,10:23:07 : AM,2019-02-22,null
human,100.0,10:23:17 : AM,2019-02-22,null
human,93.22,10:23:27 : AM,2019-02-22,null
human,100.0,10:23:33 : AM,2019-02-22,null
human,100.0,10:23:50 : AM,2019-02-22,null
human,100.0,10:24:00 : AM,2019-02-22,null
human,100.0,10:24:05 : AM,2019-02-22,null
human,100.0,10:24:11 : AM,2019-02-22,null
human,100.0,10:24:17 : AM,2019-02-22,null
human,100.0,10:24:26 : AM,2019-02-22,null
human,100.0,10:24:31 : AM,2019-02-22,null
human,100.0,10:24:37 : AM,2019-02-22,null
human,100.0,10:24:43 : AM,2019-02-22,null
human,99.99,10:24:52 : AM,2019-02-22,null
human,100.0,10:24:58 : AM,2019-02-22,null
human,100.0,10:25:03 : AM,2019-02-22,null
human,100.0,10:25:09 : AM,2019-02-22,null
human,99.96,10:25:15 : AM,2019-02-22,null
human,100.0,10:25:20 : AM,2019-02-22,null
human,100.0,10:25:30 : AM,2019-02-22,null
human,100.0,10:25:35 : AM,2019-02-22,null
human,100.0,10:25:41 : AM,2019-02-22,null
human,100.0,10:25:50 : AM,2019-02-22,null
human,100.0,10:25:56 : AM,2019-02-22,null
human,100.0,10:26:01 : AM,2019-02-22,null
human,100.0,10:26:07 : AM,2019-02-22,null
human,100.0,10:26:20 : AM,2019-02-22,null
human,100.0,10:26:30 : AM,2019-02-22,null
human,100.0,10:26:36 : AM,2019-02-22,null
human,100.0,10:26:41 : AM,2019-02-22,null
human,100.0,10:26:47 : AM,2019-02-22,null
human,100.0,10:26:53 : AM,2019-02-22,null
human,100.0,10:27:43 : AM,2019-02-22,null
human,99.67,10:28:17 : AM,2019-02-22,null
human,100.0,10:28:23 : AM,2019-02-22,null
human,100.0,10:28:37 : AM,2019-02-22,null
human,100.0,10:28:42 : AM,2019-02-22,null
human,100.0,10:28:48 : AM,2019-02-22,null
human,100.0,10:28:54 : AM,2019-02-22,null
human,100.0,10:29:29 : AM,2019-02-22,null
human,99.5,10:29:45 : AM,2019-02-22,null
human,100.0,10:29:51 : AM,2019-02-22,null
human,100.0,10:29:57 : AM,2019-02-22,null
human,100.0,10:30:14 : AM,2019-02-22,null
human,100.0,10:30:20 : AM,2019-02-22,null
human,98.27,10:30:26 : AM,2019-02-22,null
human,90.21,10:30:36 : AM,2019-02-22,null
human,99.61,10:31:01 : AM,2019-02-22,null
human,100.0,10:31:07 : AM,2019-02-22,null
human,99.8,10:31:13 : AM,2019-02-22,null
human,100.0,10:31:19 : AM,2019-02-22,null
human,99.99,10:31:24 : AM,2019-02-22,null
human,97.25,10:31:30 : AM,2019-02-22,null
human,100.0,10:31:36 : AM,2019-02-22,null
human,100.0,10:31:42 : AM,2019-02-22,null
human,100.0,10:31:47 : AM,2019-02-22,null
human,99.9,10:31:53 : AM,2019-02-22,null
human,100.0,10:31:59 : AM,2019-02-22,null
human,100.0,10:32:16 : AM,2019-02-22,null
human,99.81,10:32:22 : AM,2019-02-22,null
human,99.98,10:32:27 : AM,2019-02-22,null
human,100.0,10:32:36 : AM,2019-02-22,null
human,100.0,10:32:42 : AM,2019-02-22,null
human,98.83,10:32:48 : AM,2019-02-22,null
human,100.0,10:32:53 : AM,2019-02-22,null
human,100.0,10:32:59 : AM,2019-02-22,null
human,100.0,10:33:13 : AM,2019-02-22,null
human,100.0,10:33:23 : AM,2019-02-22,null
human,98.83,10:33:47 : AM,2019-02-22,null
human,100.0,10:33:53 : AM,2019-02-22,null
human,100.0,10:33:59 : AM,2019-02-22,null
human,100.0,10:34:05 : AM,2019-02-22,null
human,100.0,10:34:15 : AM,2019-02-22,null
human,100.0,10:34:25 : AM,2019-02-22,null
human,100.0,10:34:57 : AM,2019-02-22,null
human,100.0,10:35:10 : AM,2019-02-22,null
human,100.0,10:35:16 : AM,2019-02-22,null
human,100.0,10:35:21 : AM,2019-02-22,null
human,100.0,10:35:27 : AM,2019-02-22,null
human,100.0,10:35:33 : AM,2019-02-22,null
human,100.0,10:35:39 : AM,2019-02-22,null
human,100.0,10:35:44 : AM,2019-02-22,null
human,100.0,10:35:50 : AM,2019-02-22,null
human,100.0,10:35:56 : AM,2019-02-22,null
human,100.0,10:36:01 : AM,2019-02-22,null
human,100.0,10:36:14 : AM,2019-02-22,null
human,100.0,10:36:23 : AM,2019-02-22,null
human,100.0,10:36:28 : AM,2019-02-22,null
human,100.0,10:36:34 : AM,2019-02-22,null
human,100.0,10:36:40 : AM,2019-02-22,null
human,100.0,10:36:46 : AM,2019-02-22,null
human,100.0,10:36:51 : AM,2019-02-22,null
human,100.0,10:36:57 : AM,2019-02-22,null
human,100.0,10:37:55 : AM,2019-02-22,null
human,100.0,10:38:01 : AM,2019-02-22,null
human,100.0,10:38:07 : AM,2019-02-22,null
human,100.0,10:38:13 : AM,2019-02-22,null
human,100.0,10:38:22 : AM,2019-02-22,null
human,100.0,10:38:50 : AM,2019-02-22,null
human,100.0,10:39:02 : AM,2019-02-22,null
human,100.0,10:39:08 : AM,2019-02-22,null
human,100.0,10:39:13 : AM,2019-02-22,null
human,100.0,10:39:19 : AM,2019-02-22,null
human,100.0,10:39:45 : AM,2019-02-22,null
human,100.0,10:39:51 : AM,2019-02-22,null
human,100.0,10:40:06 : AM,2019-02-22,null
human,100.0,10:40:12 : AM,2019-02-22,null
human,100.0,10:40:18 : AM,2019-02-22,null
human,100.0,10:40:28 : AM,2019-02-22,null
human,100.0,10:41:58 : AM,2019-02-22,null
human,100.0,10:42:14 : AM,2019-02-22,null
human,100.0,10:42:19 : AM,2019-02-22,null
human,100.0,10:42:28 : AM,2019-02-22,null
human,100.0,10:42:34 : AM,2019-02-22,null
human,100.0,10:42:40 : AM,2019-02-22,null
human,100.0,10:42:46 : AM,2019-02-22,null
human,100.0,10:42:51 : AM,2019-02-22,null
human,100.0,10:43:13 : AM,2019-02-22,null
human,100.0,10:43:19 : AM,2019-02-22,null
human,100.0,10:43:25 : AM,2019-02-22,null
human,100.0,10:43:30 : AM,2019-02-22,null
human,100.0,10:43:40 : AM,2019-02-22,null
human,100.0,10:45:16 : AM,2019-02-22,null
human,100.0,10:45:21 : AM,2019-02-22,null
human,99.92,10:45:30 : AM,2019-02-22,null
human,100.0,10:46:55 : AM,2019-02-22,null
human,100.0,10:47:04 : AM,2019-02-22,null
human,100.0,10:48:14 : AM,2019-02-22,null
human,100.0,10:48:39 : AM,2019-02-22,null
human,100.0,10:49:50 : AM,2019-02-22,null
human,100.0,10:50:25 : AM,2019-02-22,null
human,100.0,10:50:57 : AM,2019-02-22,null
human,100.0,10:51:16 : AM,2019-02-22,null
human,100.0,10:51:48 : AM,2019-02-22,null
human,100.0,10:51:54 : AM,2019-02-22,null
human,100.0,10:52:00 : AM,2019-02-22,null
human,100.0,10:52:13 : AM,2019-02-22,null
human,100.0,10:52:45 : AM,2019-02-22,null
human,100.0,10:54:55 : AM,2019-02-22,null
human,100.0,10:55:01 : AM,2019-02-22,null
human,100.0,10:55:07 : AM,2019-02-22,null
human,100.0,10:55:13 : AM,2019-02-22,null
human,100.0,10:55:20 : AM,2019-02-22,null
human,100.0,10:55:26 : AM,2019-02-22,null
human,100.0,10:57:22 : AM,2019-02-22,null
human,100.0,10:57:31 : AM,2019-02-22,null
human,100.0,10:57:37 : AM,2019-02-22,null
human,100.0,10:57:46 : AM,2019-02-22,null
human,100.0,10:58:28 : AM,2019-02-22,null
human,100.0,10:58:47 : AM,2019-02-22,null
human,100.0,10:59:16 : AM,2019-02-22,null
human,100.0,10:59:22 : AM,2019-02-22,null
human,100.0,11:00:29 : AM,2019-02-22,null
human,100.0,11:01:46 : AM,2019-02-22,null
human,100.0,11:02:08 : AM,2019-02-22,null
human,100.0,11:02:17 : AM,2019-02-22,null
human,100.0,11:02:27 : AM,2019-02-22,null
human,99.99,11:02:36 : AM,2019-02-22,null
human,100.0,11:02:45 : AM,2019-02-22,null
human,100.0,11:03:03 : AM,2019-02-22,null
human,100.0,11:04:14 : AM,2019-02-22,null
human,100.0,11:05:59 : AM,2019-02-22,null
human,100.0,11:09:09 : AM,2019-02-22,null
human,100.0,11:09:21 : AM,2019-02-22,null
human,100.0,11:09:40 : AM,2019-02-22,null
human,99.99,11:09:46 : AM,2019-02-22,null
human,100.0,11:09:55 : AM,2019-02-22,null
human,100.0,11:10:07 : AM,2019-02-22,null
human,100.0,11:11:43 : AM,2019-02-22,null
human,100.0,11:11:49 : AM,2019-02-22,null
human,100.0,11:11:58 : AM,2019-02-22,null
human,100.0,11:12:04 : AM,2019-02-22,null
human,100.0,11:12:13 : AM,2019-02-22,null
